,_id,Event,Latitude,Longitude,Date
12125,643de86b67b0dd3f92630e4b,{'Date': '2008-02-18'},301124N,0097407W,2008-02-18
12126,643de86b67b0dd3f92630e4c,{'Date': '2008-02-18'},085922N,0644845W,2008-02-18
12127,643de86b67b0dd3f92630e4e,{'Date': '2008-02-19'},412732N,0903043W,2008-02-19
12128,643de86b67b0dd3f92630e4f,{'Date': '2008-02-19'},355412N,0892350W,2008-02-19
12129,643de86b67b0dd3f92630e50,{'Date': '2008-02-19'},335232N,0084187W,2008-02-19
12130,643de86b67b0dd3f92630e51,{'Date': '2008-02-19'},323036N,0083462W,2008-02-19
12131,643de86b67b0dd3f92630e52,{'Date': '2008-02-19'},335924N,0834313W,2008-02-19
12132,643de86b67b0dd3f92630e53,{'Date': '2008-02-20'},495810N,0024136E,2008-02-20
12133,643de86b67b0dd3f92630e55,{'Date': '2008-02-20'},264837N,0803936W,2008-02-20
12134,643de86b67b0dd3f92630e56,{'Date': '2008-02-21'},402357N,0743932W,2008-02-21
12135,643de86b67b0dd3f92630e57,{'Date': '2008-02-21'},613454N,1593235W,2008-02-21
12136,643de86b67b0dd3f92630e58,{'Date': '2008-02-22'},362818N,0110254W,2008-02-22
12137,643de86b67b0dd3f92630e59,{'Date': '2008-02-22'},393833N,0784154W,2008-02-22
12138,643de86b67b0dd3f92630e5a,{'Date': '2008-02-23'},321443N,1095340W,2008-02-23
12139,643de86b67b0dd3f92630e5b,{'Date': '2008-02-23'},384851N,0106715W,2008-02-23
12140,643de86b67b0dd3f92630e5c,{'Date': '2008-02-23'},443740N,0931341W,2008-02-23
12141,643de86b67b0dd3f92630e5d,{'Date': '2008-02-23'},421922N,0885010W,2008-02-23
12142,643de86b67b0dd3f92630e5e,{'Date': '2008-02-23'},295812N,0822624W,2008-02-23
12143,643de86b67b0dd3f92630e5f,{'Date': '2008-02-24'},036448N,0011598W,2008-02-24
12144,643de86b67b0dd3f92630e60,{'Date': '2008-02-24'},411959N,0083940W,2008-02-24
12145,643de86b67b0dd3f92630e61,{'Date': '2008-02-25'},027410N,0822615W,2008-02-25
12146,643de86b67b0dd3f92630e62,{'Date': '2008-02-25'},019260N,0009940W,2008-02-25
12147,643de86b67b0dd3f92630e63,{'Date': '2008-02-25'},284213N,0813432W,2008-02-25
12149,643de86b67b0dd3f92630e65,{'Date': '2008-02-26'},433622N,1104419W,2008-02-26
12148,643de86b67b0dd3f92630e64,{'Date': '2008-02-26'},036658N,1194052W,2008-02-26
12151,643de86b67b0dd3f92630e67,{'Date': '2008-02-26'},335935N,0083110W,2008-02-26
12150,643de86b67b0dd3f92630e66,{'Date': '2008-02-26'},384518N,1094517W,2008-02-26
12154,643de86b67b0dd3f92630e6a,{'Date': '2008-02-27'},332844S,0703231W,2008-02-27
12155,643de86b67b0dd3f92630e6b,{'Date': '2008-02-27'},303552N,0843326W,2008-02-27
12156,643de86b67b0dd3f92630e6c,{'Date': '2008-02-27'},325737N,1124025W,2008-02-27
12152,643de86b67b0dd3f92630e68,{'Date': '2008-02-27'},275832N,0823159W,2008-02-27
12153,643de86b67b0dd3f92630e69,{'Date': '2008-02-27'},061147N,1512355W,2008-02-27
12157,643de86b67b0dd3f92630e6d,{'Date': '2008-02-28'},335641N,1172648W,2008-02-28
12158,643de86b67b0dd3f92630e6e,{'Date': '2008-02-28'},040190S,0072130W,2008-02-28
12159,643de86b67b0dd3f92630e6f,{'Date': '2008-02-28'},313621N,0902433W,2008-02-28
12160,643de86b67b0dd3f92630e70,{'Date': '2008-02-29'},391920N,0120837W,2008-02-29
12161,643de86b67b0dd3f92630e71,{'Date': '2008-02-29'},273933N,0080258W,2008-02-29
12162,643de86b67b0dd3f92630e72,{'Date': '2008-02-29'},361519N,1152651W,2008-02-29
12163,643de86b67b0dd3f92630e73,{'Date': '2008-03-01'},283712N,0080505W,2008-03-01
12164,643de86b67b0dd3f92630e74,{'Date': '2008-03-01'},325043N,0096519W,2008-03-01
12165,643de86b67b0dd3f92630e75,{'Date': '2008-03-01'},024310N,0812138W,2008-03-01
12166,643de86b67b0dd3f92630e76,{'Date': '2008-03-01'},042303N,0090521W,2008-03-01
12169,643de86b67b0dd3f92630e79,{'Date': '2008-03-02'},352910N,0845552W,2008-03-02
12170,643de86b67b0dd3f92630e7a,{'Date': '2008-03-02'},413937N,0963939W,2008-03-02
12171,643de86b67b0dd3f92630e7b,{'Date': '2008-03-02'},322648N,0111010W,2008-03-02
12172,643de86b67b0dd3f92630e7c,{'Date': '2008-03-02'},038206N,0814354W,2008-03-02
12173,643de86b67b0dd3f92630e7d,{'Date': '2008-03-02'},421126N,0711023W,2008-03-02
12174,643de86b67b0dd3f92630e7e,{'Date': '2008-03-02'},332757N,0964022W,2008-03-02
12175,643de86b67b0dd3f92630e7f,{'Date': '2008-03-02'},058470N,0073214E,2008-03-02
12167,643de86b67b0dd3f92630e77,{'Date': '2008-03-02'},022590S,0043220W,2008-03-02
12168,643de86b67b0dd3f92630e78,{'Date': '2008-03-02'},405631N,0741831W,2008-03-02
12176,643de86b67b0dd3f92630e80,{'Date': '2008-03-03'},373732N,1185027W,2008-03-03
12177,643de86b67b0dd3f92630e81,{'Date': '2008-03-03'},034932N,0085384W,2008-03-03
12178,643de86b67b0dd3f92630e82,{'Date': '2008-03-03'},033169N,1114840W,2008-03-03
12179,643de86b67b0dd3f92630e83,{'Date': '2008-03-03'},029448N,0081248W,2008-03-03
12182,643de86b67b0dd3f92630e87,{'Date': '2008-03-04'},040371N,0741424W,2008-03-04
12180,643de86b67b0dd3f92630e85,{'Date': '2008-03-04'},352820N,0097402W,2008-03-04
12183,643de86b67b0dd3f92630e88,{'Date': '2008-03-04'},295548N,0895559W,2008-03-04
12184,643de86b67b0dd3f92630e89,{'Date': '2008-03-04'},062320N,0153370W,2008-03-04
12181,643de86b67b0dd3f92630e86,{'Date': '2008-03-04'},062180N,0153190W,2008-03-04
12185,643de86b67b0dd3f92630e8a,{'Date': '2008-03-05'},292026N,0982819W,2008-03-05
12186,643de86b67b0dd3f92630e8b,{'Date': '2008-03-05'},006300N,0015600W,2008-03-05
12187,643de86b67b0dd3f92630e8c,{'Date': '2008-03-05'},424336N,1142723W,2008-03-05
12188,643de86b67b0dd3f92630e8d,{'Date': '2008-03-05'},264059N,0080544W,2008-03-05
12189,643de86b67b0dd3f92630e8e,{'Date': '2008-03-05'},381833N,0076330W,2008-03-05
12190,643de86b67b0dd3f92630e8f,{'Date': '2008-03-05'},352358S,0060540W,2008-03-05
12191,643de86b67b0dd3f92630e90,{'Date': '2008-03-06'},395925N,0753455W,2008-03-06
12192,643de86b67b0dd3f92630e91,{'Date': '2008-03-06'},261150N,0801014W,2008-03-06
12193,643de86b67b0dd3f92630e92,{'Date': '2008-03-07'},372223N,1182149W,2008-03-07
12194,643de86b67b0dd3f92630e93,{'Date': '2008-03-07'},040529N,1115537W,2008-03-07
12195,643de86b67b0dd3f92630e94,{'Date': '2008-03-08'},003220N,0096834W,2008-03-08
12197,643de86b67b0dd3f92630e96,{'Date': '2008-03-08'},037400N,0121184W,2008-03-08
12199,643de86b67b0dd3f92630e98,{'Date': '2008-03-08'},038832N,0782717W,2008-03-08
12198,643de86b67b0dd3f92630e97,{'Date': '2008-03-08'},361320N,0962040W,2008-03-08
12196,643de86b67b0dd3f92630e95,{'Date': '2008-03-08'},271032N,0080139W,2008-03-08
12200,643de86b67b0dd3f92630e99,{'Date': '2008-03-09'},301349N,0964538W,2008-03-09
12201,643de86b67b0dd3f92630e9a,{'Date': '2008-03-09'},040829N,1113940W,2008-03-09
12202,643de86b67b0dd3f92630e9b,{'Date': '2008-03-09'},373018N,0771910W,2008-03-09
12203,643de86b67b0dd3f92630e9c,{'Date': '2008-03-09'},034723N,0845055W,2008-03-09
12204,643de86b67b0dd3f92630e9d,{'Date': '2008-03-09'},039225N,0811738W,2008-03-09
12205,643de86b67b0dd3f92630e9e,{'Date': '2008-03-10'},333722N,1115437W,2008-03-10
12206,643de86b67b0dd3f92630e9f,{'Date': '2008-03-10'},038842N,0009851W,2008-03-10
12210,643de86b67b0dd3f92630ea4,{'Date': '2008-03-11'},341249N,0119539W,2008-03-11
12208,643de86b67b0dd3f92630ea2,{'Date': '2008-03-11'},036370N,0011610W,2008-03-11
12209,643de86b67b0dd3f92630ea3,{'Date': '2008-03-11'},345457N,0815723W,2008-03-11
12213,643de86b67b0dd3f92630ea7,{'Date': '2008-03-11'},384411N,0112556W,2008-03-11
12211,643de86b67b0dd3f92630ea5,{'Date': '2008-03-11'},006380N,0791033W,2008-03-11
12212,643de86b67b0dd3f92630ea6,{'Date': '2008-03-11'},644235N,1624546W,2008-03-11
12207,643de86b67b0dd3f92630ea1,{'Date': '2008-03-11'},003025N,0009240W,2008-03-11
